age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
41,Private,315640.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,35,Iran,<=50K
17,?,256202.0,11th,7,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
40,?,226443.0,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
31,Self-emp-not-inc,151551.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,264244.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,144306.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
29,?,245274.0,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
38,Self-emp-inc,108099.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
48,Self-emp-not-inc,239577.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,?,50402.0,HS-grad,9,Never-married,?,Unmarried,White,Female,0,0,45,United-States,<=50K
64,Private,116554.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
51,?,233511.0,12th,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
24,?,289748.0,Some-college,10,Never-married,?,Unmarried,Black,Female,0,0,30,United-States,<=50K
24,Private,326283.0,11th,7,Never-married,Sales,Own-child,White,Male,0,0,52,United-States,<=50K
58,Private,143058.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
32,Private,316027.0,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,45,Cuba,<=50K
38,Private,245302.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,37,United-States,<=50K
21,?,24395.0,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
48,Private,469697.0,Bachelors,13,Widowed,Other-service,Other-relative,White,Male,0,0,50,United-States,<=50K
17,Private,33304.0,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,18,United-States,<=50K
34,Private,106682.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,195184.0,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,Cuba,<=50K
34,Private,440969.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,37933.0,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,163392.0,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,37,Germany,<=50K
63,?,50295.0,HS-grad,9,Married-civ-spouse,?,Wife,Black,Female,0,0,20,United-States,<=50K
52,?,103064.0,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,176027.0,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,38,United-States,<=50K
31,Private,167098.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,<=50K
51,Private,30653.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,14,United-States,<=50K
39,Private,118806.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,Columbia,<=50K
46,Private,132874.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,>50K
47,Private,31267.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
26,Private,249957.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,237720.0,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,142757.0,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,188888.0,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,80,United-States,>50K
32,Private,157332.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
26,Private,181388.0,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
21,Private,168412.0,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Poland,<=50K
20,?,163708.0,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,25,United-States,<=50K
41,Private,185385.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,<=50K
36,Private,440969.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,275818.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
41,Private,37019.0,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,29617.0,Bachelors,13,Widowed,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K
28,Private,344789.0,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
60,Private,172032.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,82283.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Other,Female,0,0,40,?,<=50K
30,Local-gov,207637.0,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,178686.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
54,Private,194748.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,80,United-States,<=50K
38,Private,256474.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
26,Private,291968.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,50,United-States,<=50K
25,Private,268497.0,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,55,United-States,<=50K
33,Private,342175.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
41,Private,31621.0,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
28,Private,22714.0,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
25,Private,26211.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
26,State-gov,155106.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,127961.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,270889.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K
47,Private,271521.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
74,?,168355.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K
21,Private,195131.0,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,111985.0,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,188888.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K
59,Private,175552.0,HS-grad,9,Divorced,Transport-moving,Own-child,White,Female,0,0,35,Mexico,<=50K
39,State-gov,174964.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
35,Private,186573.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K
60,Private,72896.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,55237.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,232618.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
57,Private,173476.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K
28,Private,209344.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Cuba,<=50K
48,Private,143385.0,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,30,United-States,<=50K
30,Private,168496.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,182926.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
33,Private,32832.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
26,?,57970.0,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,235693.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,32886.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,45,United-States,<=50K
19,Private,344416.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,194901.0,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
61,Private,104790.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,<=50K
45,Private,217290.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
58,Private,133937.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,220656.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,United-States,<=50K
29,Private,79565.0,Assoc-acdm,12,Never-married,Tech-support,Other-relative,Black,Male,0,0,40,United-States,<=50K
49,Private,173385.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
73,Private,357283.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
39,Private,357283.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,50,United-States,>50K
54,Self-emp-inc,121020.0,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
61,State-gov,195329.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Italy,<=50K
24,Private,27979.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
59,State-gov,106086.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K
42,State-gov,114059.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
23,?,193898.0,Bachelors,13,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
42,Private,125892.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
33,Private,220115.0,Assoc-voc,11,Separated,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
22,Private,315680.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,340682.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,35,United-States,<=50K
25,Private,237935.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,242089.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,148300.0,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K
23,Private,189530.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
41,Private,198660.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,>50K
53,Private,123099.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
36,Private,34019.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
43,Private,97175.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,82497.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,0,60,United-States,<=50K
59,Self-emp-not-inc,107231.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
21,Private,194031.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,42,United-States,<=50K
36,Private,210525.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,241451.0,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,<=50K
40,Private,203488.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
29,Private,189017.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
48,Private,319054.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,<=50K
42,Private,161092.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,<=50K
47,Federal-gov,209344.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,52,Cuba,<=50K
58,Private,54202.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,51,United-States,<=50K
21,Private,97168.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,8,United-States,<=50K
27,Private,141807.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,389857.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K
26,Private,105733.0,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,208122.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,60,United-States,<=50K
32,Private,154087.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
19,?,209768.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,<=50K
34,Private,168794.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Local-gov,184655.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,20,United-States,>50K
32,Private,321629.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,60,United-States,<=50K
31,Private,196899.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,50,Haiti,<=50K
49,Local-gov,99357.0,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
42,State-gov,424478.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,45,United-States,>50K
62,Private,163921.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
35,?,261278.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28,Private,180315.0,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,168496.0,HS-grad,9,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
39,Private,274475.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,255474.0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,704108.0,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Private,328051.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,United-States,<=50K
41,Local-gov,283969.0,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,478315.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
30,Private,201375.0,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,<=50K
30,Private,115215.0,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
30,Private,165064.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,165681.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
38,Local-gov,109133.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,302674.0,Masters,14,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,25,United-States,<=50K
51,Private,314007.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Self-emp-not-inc,38251.0,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
52,Private,350603.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
42,Private,100147.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
35,Private,117409.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Self-emp-not-inc,302604.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
26,?,177675.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
46,State-gov,349116.0,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,257175.0,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,State-gov,106967.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
17,Private,186303.0,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
58,Private,254907.0,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,2415,15,United-States,<=50K
22,Private,158611.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,33710.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K
33,Private,241013.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Local-gov,327612.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,5,United-States,<=50K
42,Self-emp-inc,255191.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
32,Self-emp-inc,34572.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
26,Federal-gov,197728.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,176335.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Federal-gov,50065.0,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,161111.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,<=50K
37,Self-emp-inc,394927.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,>50K
61,Local-gov,408383.0,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,State-gov,224640.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
57,Self-emp-not-inc,198660.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
52,Self-emp-inc,189123.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,<=50K
65,Self-emp-inc,184924.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
39,Federal-gov,130057.0,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Self-emp-not-inc,48520.0,Bachelors,13,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,39051.0,HS-grad,9,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,65,Portugal,<=50K
33,Self-emp-not-inc,104628.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
47,Self-emp-not-inc,278322.0,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,168873.0,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,31381.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K
30,Self-emp-not-inc,498785.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,?,342824.0,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,15,United-States,>50K
34,Private,73091.0,11th,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
48,Private,195148.0,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Private,213296.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K
30,Private,200153.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,212210.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,?,<=50K
46,Private,31237.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,210474.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,478315.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
38,Private,115927.0,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,60,Haiti,<=50K
19,Private,34095.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
46,Private,209472.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,165998.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
31,Federal-gov,195891.0,HS-grad,9,Never-married,Sales,Other-relative,White,Male,6849,0,40,United-States,<=50K
46,Private,198660.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Private,147989.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
28,Private,38434.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,312017.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Germany,<=50K
69,Private,165804.0,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
52,Private,387430.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
50,Private,213055.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
37,Private,197332.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27,Private,110946.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
39,Federal-gov,289984.0,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,0,0,15,United-States,<=50K
47,Private,195366.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,203761.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
48,Private,148429.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,6849,0,40,United-States,<=50K
36,Private,231347.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,72,United-States,>50K
43,Private,171876.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,110702.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,156310.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,3103,0,40,United-States,>50K
48,Private,191982.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,165510.0,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,193451.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
36,Private,156400.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,279129.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,57,United-States,<=50K
30,Private,284120.0,HS-grad,9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
37,Private,25505.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,381331.0,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Private,238162.0,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,113466.0,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
37,Private,87891.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
63,Private,103435.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
23,Private,87510.0,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,United-States,<=50K
36,Local-gov,291755.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1672,50,United-States,<=50K
42,Private,285263.0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,277034.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,6,United-States,<=50K
48,Federal-gov,143123.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,35,United-States,>50K
54,Private,270147.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,205337.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K
46,Self-emp-not-inc,358682.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,?,<=50K
23,Private,375680.0,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,30,United-States,<=50K
