intent,text
lyric,You'll find me on my tallest tiptoes
lyric,"Spinning in my highest heels, love"
lyric,Shining just for you
lyric,"Hush, I know they said the end is near"
lyric,But I'm still on my tallest tiptoes
lyric,"Spinning in my highest heels, love"
lyric,Shining just for you
lyric,I want you to know
lyric,I'm a mirrorball
lyric,I can change everything about me to fit in
lyric,You are not like the regulars
lyric,The masquerade revelers
lyric,Drunk as they watch my shattered edges glisten
lyric,"Hush, when no one is around, my dear"
lyric,You'll find me on my tallest tiptoes
lyric,"Spinning in my highest heels, love"
lyric,Shining just for you
lyric,"Hush, I know they said the end is near"
lyric,But I'm still on my tallest tiptoes
lyric,"Spinning in my highest heels, love"
lyric,Shining just for you
lyric,"And they called off the circus, burned the disco down"
lyric,When they sent home the horses and the rodeo clowns
lyric,I'm still on that tightrope
lyric,I'm still trying everything to get you laughing at me
lyric,"And I'm still a believer, but I don't know why"
lyric,"I've never been a natural, all I do is try, try, try"
lyric,I'm still on that trapeze
lyric,I'm still trying everything to keep you looking at me
lyric,Because I'm a mirrorball
lyric,I'm a mirrorball
lyric,And I'll show you every version of yourself tonight
lyric,Please picture me in the trees
lyric,I hit my peak at seven
lyric,Feet in the swing over the creek
lyric,I was too scared to jump in
lyric,"But I, I was high in the sky"
lyric,With Pennsylvania under me
lyric,Are there still beautiful things?
lyric,Sweet tea in the summer
lyric,"Cross your heart, won't tell no other"
lyric,And though I can’t recall your face
lyric,I still got love for you
lyric,Your braids like a pattern
lyric,Love you to the Moon and to Saturn
lyric,Passed down like folk songs
lyric,The love lasts so long
lyric,And I've been meaning to tell you
lyric,I think your house is haunted
lyric,Your dad is always mad and that must be why
lyric,And I think you should come live with me
lyric,And we can be pirates
lyric,Then you won't have to cry
lyric,Or hide in the closet
lyric,And just like a folk song
lyric,Our love will be passed on
lyric,Please picture me in the weeds
lyric,Before I learned civility
lyric,I used to scream ferociously
lyric,Any time I wanted
lyric,"I, I"
lyric,Sweet tea in the summer
lyric,"Cross my heart, won’t tell no other"
lyric,And though I can't recall your face
lyric,I still got love for you
lyric,Pack your dolls and a sweater
lyric,We'll move to India forever
lyric,Passed down like folk songs
lyric,Our love lasts so long
lyric,"Salt air, and the rust on your door"
lyric,I never needed anything more
lyric,"Whispers of ""Are you sure?"""
lyric,Never have I ever before
lyric,But I can see us lost in the memory
lyric,August slipped away into a moment in time
lyric,Cause it was never mine
lyric,And I can see us twisted in bedsheets
lyric,August sipped away like a bottle of wine
lyric,Cause you were never mine
lyric,Your back beneath the sun
lyric,Wishin' I could write my name on it
lyric,Will you call when you're back at school?
lyric,I remember thinkin' I had you
lyric,But I can see us lost in the memory
lyric,August slipped away into a moment in time
lyric,Cause it was never mine
lyric,And I can see us twisted in bedsheets
lyric,August sipped away like a bottle of wine
lyric,Cause you were never mine
lyric,Back when we were still changin' for the better
lyric,Wanting was enough
lyric,"For me, it was enough"
lyric,To live for the hope of it all
lyric,Cancel plans just in case you'd call
lyric,"And say, ""Meet me behind the mall"""
lyric,"So much for summer love and saying ""us"""
lyric,Cause you weren't mine to lose
lyric,"You weren't mine to lose, no"
lyric,But I can see us lost in the memory
lyric,August slipped away into a moment in time
lyric,Cause it was never mine
lyric,And I can see us twisted in bedsheets
lyric,August sipped away like a bottle of wine
lyric,Cause you were never mine
lyric,Cause you were never mine
lyric,Never mine
lyric,But do you remember?
lyric,"Remember when I pulled up and said ""Get in the car"""
lyric,And then canceled my plans just in case you'd call?
lyric,"Back when I was livin' for the hope of it all, for the hope of it all"
lyric,Meet me behind the mall
lyric,"(Remember when I pulled up and said ""Get in the car"")"
lyric,(And then canceled my plans just in case you'd call?)
lyric,"(Back when I was livin' for the hope of it all, for the hope of it all)"
lyric,"(""Meet me behind the mall"")"
lyric,"Remember when I pulled up and said ""Get in the car"""
lyric,And then canceled my plans just in case you'd call?
lyric,Back when I was livin' for the hope of it all (For the hope of it all)
lyric,"For the hope of it all, for the hope of it all"
lyric,"(For the hope of it all, for the hope of it all)"
lyric,I've been having a hard time adjusting
lyric,"I had the shiniest wheels, now they're rusting"
lyric,I didn't know if you'd care if I came back
lyric,I have a lot of regrets about that
lyric,Pulled the car off the road to the lookout
lyric,Could've followed my fears all the way down
lyric,And maybe I don't quite know what to say
lyric,But I'm here in your doorway
lyric,I just wanted you to know that this is me trying
lyric,I just wanted you to know that this is me trying
lyric,They told me all of my cages were mental
lyric,So I got wasted like all my potential
lyric,And my words shoot to kill when I'm mad
lyric,I have a lot of regrets about that
lyric,"I was so ahead of the curve, the curve became a sphere"
lyric,Fell behind all my classmates and I ended up here
lyric,Pouring out my heart to a stranger
lyric,But I didn't pour the whiskey
lyric,I just wanted you to know that this is me trying
lyric,I just wanted you to know that this is me trying
lyric,[Post-Chorus]
lyric,At least I'm trying
lyric,And it's hard to be at a party when I feel like an open wound
lyric,It's hard to be anywhere these days when all I want is you
lyric,You're a flashback in a film reel on the one screen in my town
lyric,And I just wanted you to know that this is me trying
lyric,(And maybe I don't quite know what to say)
lyric,I just wanted you to know that this is me trying
lyric,At least I'm trying
lyric,Make sure nobody sees you leave
lyric,"Hood over your head, keep your eyes down"
lyric,Tell your friends you're out for a run
lyric,You’ll be flushed when you return
lyric,Take the road less traveled by
lyric,Tell yourself you can always stop
lyric,What started in beautiful rooms
lyric,Ends with meetings in parking lots
lyric,And that's the thing about illicit affairs
lyric,And clandestine meetings and longing stares
lyric,It's born from just one single glance
lyric,But it dies and it dies and it dies
lyric,A million little times
lyric,Leave the perfume on the shelf
lyric,That you picked out just for him
lyric,So you leave no trace behind
lyric,Like you don’t even exist
lyric,Take the words for what they are
lyric,"A dwindling, mercurial high"
lyric,A drug that only worked
lyric,The first few hundred times
lyric,And that's the thing about illicit affairs
lyric,And clandestine meetings and stolen stares
lyric,They show their truth one single time
lyric,But they lie and they lie and they lie
lyric,A million little times
lyric,And you wanna scream
lyric,"Don't call me ""kid,"" don't call me ""baby"""
lyric,Look at this godforsaken mess that you made me
lyric,You showed me colors you know I can't see with anyone else
lyric,"Don't call me ""kid,"" don't call me ""baby"""
lyric,Look at this idiotic fool that you made me
lyric,You taught me a secret language I can't speak with anyone else
lyric,And you know damn well
lyric,"For you, I would ruin myself"
lyric,A million little times
lyric,Green was the color of the grass
lyric,Where I used to read at Centennial Park
lyric,I used to think I would meet somebody there
lyric,Teal was the color of your shirt
lyric,When you were sixteen at the yogurt shop
lyric,You used to work at to make a little money
lyric,"Time, curious time"
lyric,"Gave me no compasses, gave me no signs"
lyric,Were there clues I didn't see?
lyric,And isn't it just so pretty to think
lyric,All along there was some
lyric,Invisible string
lyric,Tying you to me?
lyric,Ooh-ooh-ooh-ooh
lyric,Bad was the blood of the song in the cab
lyric,On your first trip to LA
lyric,You ate at my favorite spot for dinner
lyric,Bold was the waitress on our three-year trip
lyric,Getting lunch down by the Lakes
lyric,She said I looked like an American singer
lyric,"Time, mystical time"
lyric,"Cutting me open, then healing me fine"
lyric,Were there clues I didn't see?
lyric,And isn't it just so pretty to think
lyric,All along there was some
lyric,Invisible string
lyric,Tying you to me?
lyric,Ooh-ooh-ooh-ooh
lyric,A string that pulled me
lyric,"Out of all the wrong arms, right into that dive bar"
lyric,Something wrapped all of my past mistakes in barbed wire
lyric,Chains around my demons
lyric,Wool to brave the seasons
lyric,One single thread of gold
lyric,Tied me to you
lyric,Cold was the steel of my axe to grind
lyric,For the boys who broke my heart
lyric,Now I send their babies presents
lyric,Gold was the color of the leaves
lyric,When I showed you around Centennial Park
lyric,Hell was the journey but it brought me heaven
lyric,"Time, wondrous time"
lyric,Gave me the blues and then purple-pink skies
lyric,And it's cool
lyric,"Baby, with me"
lyric,And isn't it just so pretty to think
lyric,All along there was some
lyric,Invisible string
lyric,Tying you to me?
lyric,Ooh-ooh-ooh-ooh
lyric,Me
lyric,Ooh-ooh-ooh-ooh
lyric,(Ah-ah-ah)
lyric,(Ah-ah-ah)
lyric,What did you think I'd say to that?
lyric,Does a scorpion sting when fighting back?
lyric,"They strike to kill, and you know I will"
lyric,You know I will
lyric,What do you sing on your drive home?
lyric,Do you see my face in the neighbor's lawn?
lyric,Does she smile?
lyric,"Or does she mouth, ""Fuck you forever""?"
lyric,"Every time you call me crazy, I get more crazy"
lyric,What about that?
lyric,"And when you say I seem angry, I get more angry"
lyric,And there's nothing like a mad woman
lyric,What a shame she went mad
lyric,No one likes a mad woman
lyric,You made her like that
lyric,And you'll poke that bear 'til her claws come out
lyric,And you find something to wrap your noose around
lyric,And there's nothing like a mad woman
lyric,Now I breathe flames each time I talk
lyric,My cannons all firin' at your yacht
lyric,"They say ""move on,"" but you know I won't"
lyric,And women like hunting witches too
lyric,Doing your dirtiest work for you
lyric,It's obvious that wanting me dead
lyric,Has really brought you two together
lyric,"Every time you call me crazy, I get more crazy"
lyric,What about that?
lyric,"And when you say I seem angry, I get more angry"
lyric,And there's nothing like a mad woman
lyric,What a shame she went mad
lyric,No one likes a mad woman
lyric,You made her like that
lyric,And you'll poke that bear 'til her claws come out
lyric,And you find something to wrap your noose around
lyric,And there's nothing like a mad woman
lyric,"I'm taking my time, taking my time"
lyric,Cause you took everything from me
lyric,"Watching you climb, watching you climb"
lyric,Over people like me
lyric,The master of spin has a couple side flings
lyric,Good wives always know
lyric,"She should be mad, should be scathing like me, but"
lyric,No one likes a mad woman
lyric,What a shame she went mad
lyric,You made her like that
lyric,"Keep your helmet, keep your life, son"
lyric,"Just a flesh wound, here's your rifle"
lyric,Crawling up the beaches now
lyric,"Sir, I think he's bleeding out"
lyric,And some things you just can't speak about
lyric,"With you I serve, with you I fall down, down"
lyric,"Watch you breathe in, watch you breathing out, out"
lyric,Something med school did not cover
lyric,"Someone's daughter, someone's mother"
lyric,Holds your hand through plastic now
lyric,"Doc, I think she's crashing out"
lyric,And some things you just can't speak about
lyric,Only twenty minutes to sleep
lyric,But you dream of some epiphany
lyric,Just one single glimpse of relief
lyric,To make some sense of what you've seen
lyric,"With you I serve, with you I fall down, down (Down)"
lyric,"Watch you breathe in, watch you breathing out, out"
lyric,"With you I serve (With you I serve), with you I fall down (Down), down (Down)"
lyric,"Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)"
lyric,Only twenty minutes to sleep
lyric,But you dream of some epiphany
lyric,Just one single glimpse of relief
lyric,To make some sense of what you've seen
lyric,"Betty, I won't make assumptions"
lyric,"About why you switched your homeroom, but"
lyric,I think it's 'cause of me
lyric,"Betty, one time I was riding on my skateboard"
lyric,When I passed your house
lyric,It's like I couldn't breathe
lyric,You heard the rumors from Inez
lyric,You can't believe a word she says
lyric,"Most times, but this time it was true"
lyric,The worst thing that I ever did
lyric,Was what I did to you
lyric,But if I just showed up at your party
lyric,Would you have me? Would you want me?
lyric,Would you tell me to go fuck myself
lyric,Or lead me to the garden?
lyric,"In the garden, would you trust me"
lyric,If I told you it was just a summer thing?
lyric,"I'm only seventeen, I don't know anything"
lyric,But I know I miss you
lyric,"Betty, I know where it all went wrong"
lyric,Your favorite song was playing
lyric,From the far side of the gym
lyric,I was nowhere to be found
lyric,"I hate the crowds, you know that"
lyric,"Plus, I saw you dance with him"
lyric,You heard the rumors from Inez
lyric,You can't believe a word she says
lyric,"Most times, but this time it was true"
lyric,The worst thing that I ever did
lyric,Was what I did to you
lyric,But if I just showed up at your party
lyric,Would you have me? Would you want me?
lyric,Would you tell me to go fuck myself
lyric,Or lead me to the garden?
lyric,"In the garden, would you trust me"
lyric,If I told you it was just a summer thing?
lyric,"I'm only seventeen, I don't know anything"
lyric,But I know I miss you
lyric,I was walking home on broken cobblestones
lyric,Just thinking of you when she pulled up like
lyric,A figment of my worst intentions
lyric,"She said ""James, get in, let's drive"""
lyric,Those days turned into nights
lyric,"Slept next to her, but"
lyric,I dreamt of you all summer long
lyric,"Betty, I'm here on your doorstep"
lyric,And I planned it out for weeks now
lyric,But it's finally sinkin' in
lyric,"Betty, right now is the last time"
lyric,I can dream about what happens when
lyric,You see my face again
lyric,The only thing I wanna do
lyric,Is make it up to you
lyric,So I showed up at your party
lyric,"Yeah, I showed up at your party"
lyric,"Yeah, I showed up at your party"
lyric,Will you have me? Will you love me?
lyric,Will you kiss me on the porch
lyric,In front of all your stupid friends?
lyric,"If you kiss me, will it be just like I dreamed it?"
lyric,Will it patch your broken wings?
lyric,"I'm only seventeen, I don't know anything"
lyric,But I know I miss you
lyric,Standing in your cardigan
lyric,Kissin' in my car again
lyric,Stopped at a streetlight
lyric,You know I miss you
lyric,Our coming-of-age has come and gone
lyric,"Suddenly this summer, it's clear"
lyric,I never had the courage of my convictions
lyric,As long as danger is near
lyric,"And it's just around the corner, darlin'"
lyric,Cause it lives in me
lyric,"No, I could never give you peace"
lyric,But I'm a fire and I'll keep your brittle heart warm
lyric,"If your cascade, ocean wave blues come"
lyric,All these people think love's for show
lyric,But I would die for you in secret
lyric,"The devil's in the details, but you got a friend in me"
lyric,Would it be enough if I could never give you peace?
lyric,Your integrity makes me seem small
lyric,You paint dreamscapes on the wall
lyric,"I talk shit with my friends, it's like I'm wasting your honor"
lyric,And you know that I'd swing with you for the fences
lyric,Sit with you in the trenches
lyric,"Give you my wild, give you a child"
lyric,Give you the silence that only comes when two people understand each other
lyric,"Family that I chose, now that I see your brother as my brother"
lyric,Is it enough?
lyric,"But there's robbers to the east, clowns to the west"
lyric,"I'd give you my sunshine, give you my best"
lyric,But the rain is always gonna come if you're standin' with me
lyric,But I'm a fire and I'll keep your brittle heart warm
lyric,"If your cascade, ocean wave blues come"
lyric,All these people think love's for show
lyric,But I would die for you in secret
lyric,"The devil's in the details, but you got a friend in me"
lyric,Would it be enough if I could never give you peace?
lyric,Would it be enough if I could never give you peace?
lyric,Would it be enough if I could never give you peace?
lyric,My only one
lyric,My smoking gun
lyric,My eclipsed sun
lyric,This has broken me down
lyric,My twisted knife
lyric,My sleepless night
lyric,My winless fight
lyric,This has frozen my ground
lyric,"Stood on the cliffside screaming, ""Give me a reason"""
lyric,Your faithless love's the only hoax I believe in
lyric,Don't want no other shade of blue but you
lyric,No other sadness in the world would do
lyric,My best laid plan
lyric,Your sleight of hand
lyric,My barren land
lyric,I am ash from your fire
lyric,"Stood on the cliffside screaming, ""Give me a reason"""
lyric,Your faithless love's the only hoax I believe in
lyric,Don't want no other shade of blue but you
lyric,No other sadness in the world would do
lyric,You know I left a part of me back in New York
lyric,You knew the hero died so what's the movie for?
lyric,You knew it still hurts underneath my scars
lyric,From when they pulled me apart
lyric,You knew the password so I let you in the door
lyric,You knew you won so what's the point of keeping score?
lyric,You knew it still hurts underneath my scars
lyric,From when they pulled me apart
lyric,But what you did was just as dark
lyric,"(Ah, ah, ah)"
lyric,"Darling, this was just as hard"
lyric,As when they pulled me apart
lyric,My only one
lyric,My kingdom come undone
lyric,My broken drum
lyric,You have beaten my heart
lyric,Don't want no other shade of blue but you
lyric,No other sadness in the world would do
lyric,Is it romantic how all my elegies eulogize me?
lyric,I'm not cut out for all these cynical clones
lyric,These hunters with cell phones
lyric,Take me to the Lakes where all the poets went to die
lyric,"I don't belong and, my beloved, neither do you"
lyric,Those Windermere peaks look like a perfect place to cry
lyric,"I'm setting off, but not without my muse"
lyric,What should be over burrowed under my skin
lyric,In heart-stopping waves of hurt
lyric,I've come too far to watch some namedropping sleaze
lyric,Tell me what are my words worth
lyric,Take me to the Lakes where all the poets went to die
lyric,"I don't belong and, my beloved, neither do you"
lyric,Those Windermere peaks look like a perfect place to cry
lyric,"I'm setting off, but not without my muse"
lyric,I want auroras and sad prose
lyric,I want to watch wisteria grow right over my bare feet
lyric,Cause I haven't moved in years
lyric,And I want you right here
lyric,A red rose grew up out of ice frozen ground
lyric,With no one around to tweet it
lyric,While I bathe in cliffside pools
lyric,With my calamitous love and insurmountable grief
lyric,Take me to the Lakes where all the poets went to die
lyric,"I don't belong and, my beloved, neither do you"
lyric,Those Windermere peaks look like a perfect place to cry
lyric,"I'm setting off, but not without my muse"
lyric,"No, not without you"
lyric,How many days did I spend thinking
lyric,"Bout how you did me wrong, wrong, wrong?"
lyric,Lived in the shade you were throwing
lyric,"Til all of my sunshine was gone, gone, gone"
lyric,And I couldn't get away from ya
lyric,"In my feelings more than Drake, so yeah"
lyric,"Your name on my lips, tongue-tied"
lyric,"Free rent, living in my mind"
lyric,But then something happened one magical night
lyric,I forgot that you existed
lyric,"And I thought that it would kill me, but it didn't"
lyric,And it was so nice
lyric,So peaceful and quiet
lyric,I forgot that you existed
lyric,"It isn't love, it isn't hate, it's just indifference"
lyric,I forgot that you
lyric,Got out some popcorn
lyric,"As soon as my rep started going down, down, down"
lyric,Laughed on the school yard
lyric,"As soon as I tripped up and hit the ground, ground, ground"
lyric,And I would've stuck around for ya
lyric,"Would've fought the whole town, so yeah"
lyric,"Would've been right there, front row"
lyric,Even if nobody came to your show
lyric,"But you showed who you are, then one magical night"
lyric,I forgot that you existed
lyric,"And I thought that it would kill me, but it didn't"
lyric,And it was so nice
lyric,So peaceful and quiet
lyric,I forgot that you existed
lyric,"It isn't love, it isn't hate, it's just indifference"
lyric,I forgot that you
lyric,Sent me a clear message
lyric,Taught me some hard lessons
lyric,I just forget what they were
lyric,It's all just a blur
lyric,I forgot that you existed
lyric,"And I thought that it would kill me, but it didn't"
lyric,And it was so nice
lyric,So peaceful and quiet
lyric,I forgot that you existed
lyric,"I did, I did, I did"
lyric,"It isn't hate, it's just indifference"
lyric,"It isn't love, it isn't hate, it's just indifference"
lyric,"So, yeah"
lyric,"(Yeah, yeah, yeah, yeah)"
lyric,Fever dream high in the quiet of the night
lyric,"You know that I caught it (Oh yeah, you're right, I want it)"
lyric,"Bad, bad boy, shiny toy with a price"
lyric,"You know that I bought it (Oh yeah, you're right, I want it)"
lyric,"Killing me slow, out the window"
lyric,I'm always waiting for you to be waiting below
lyric,"Devils roll the dice, angels roll their eyes"
lyric,What doesn't kill me makes me want you more
lyric,"And it's new, the shape of your body"
lyric,"It's blue, the feeling I've got"
lyric,"And it's ooh, whoa oh"
lyric,It's a cruel summer
lyric,"It's cool, that's what I tell 'em"
lyric,No rules in breakable heaven
lyric,"But ooh, whoa oh"
lyric,It's a cruel summer
lyric,With you
lyric,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified
lyric,Hang your head low in the glow of the vending machine
lyric,"I'm not dying (Oh yeah, you're right, I want it)"
lyric,We say that we'll just screw it up in these trying times
lyric,"We're not trying (Oh yeah, you're right, I want it)"
lyric,"So cut the headlights, summer's a knife"
lyric,I'm always waiting for you just to cut to the bone
lyric,"Devils roll the dice, angels roll their eyes"
lyric,"And if I bleed, you'll be the last to know"
lyric,"Oh, it's new, the shape of your body"
lyric,"It's blue, the feeling I've got"
lyric,"And it's ooh, whoa oh"
lyric,It's a cruel summer
lyric,"It's cool, that's what I tell 'em"
lyric,No rules in breakable heaven
lyric,"But ooh, whoa oh"
lyric,It's a cruel summer
lyric,With you
lyric,I'm drunk in the back of the car
lyric,And I cried like a baby coming home from the bar (Oh)
lyric,"Said, ""I'm fine,"" but it wasn't true"
lyric,I don't wanna keep secrets just to keep you
lyric,And I snuck in through the garden gate
lyric,Every night that summer just to seal my fate (Oh)
lyric,"And I scream, ""For whatever it's worth"
lyric,"I love you, ain't that the worst thing you ever heard?"""
lyric,"He looks up, grinning like a devil"
lyric,"It's new, the shape of your body"
lyric,"It's blue, the feeling I've got"
lyric,"And it's ooh, whoa oh"
lyric,It's a cruel summer
lyric,"It's cool, that's what I tell 'em"
lyric,No rules in breakable heaven
lyric,"But ooh, whoa oh"
lyric,It's a cruel summer
lyric,With you
lyric,I'm drunk in the back of the car
lyric,And I cried like a baby coming home from the bar (Oh)
lyric,"Said, ""I'm fine,"" but it wasn't true"
lyric,I don't wanna keep secrets just to keep you
lyric,And I snuck in through the garden gate
lyric,Every night that summer just to seal my fate (Oh)
lyric,"And I scream, ""For whatever it's worth"
lyric,"I love you, ain't that the worst thing you ever heard?"""
lyric,"(Yeah, yeah, yeah, yeah)"
lyric,We could leave the Christmas lights up 'til January
lyric,"And this is our place, we make the rules"
lyric,"And there's a dazzling haze, a mysterious way about you, dear"
lyric,Have I known you twenty seconds or twenty years?
lyric,Can I go where you go?
lyric,Can we always be this close?
lyric,"Forever and ever, ah"
lyric,"Take me out, and take me home"
lyric,"You're my, my, my, my lover"
lyric,We could let our friends crash in the living room
lyric,"This is our place, we make the call"
lyric,And I'm highly suspicious that everyone who sees you wants you
lyric,"I've loved you three summers now, honey, but I want 'em all"
lyric,Can I go where you go?
lyric,Can we always be this close?
lyric,"Forever and ever, ah"
lyric,"Take me out, and take me home (Forever and ever)"
lyric,"You're my, my, my, my lover"
lyric,"Ladies and gentlemen, will you please stand?"
lyric,With every guitar string scar on my hand
lyric,I take this magnetic force of a man to be my lover
lyric,My heart's been borrowed and yours has been blue
lyric,All's well that ends well to end up with you
lyric,Swear to be overdramatic and true to my lover
lyric,And you'll save all your dirtiest jokes for me
lyric,"And at every table, I'll save you a seat, lover"
lyric,Can I go where you go?
lyric,Can we always be this close?
lyric,"Forever and ever, ah"
lyric,"Take me out, and take me home (Forever and ever)"
lyric,"You're my, my, my, my"
lyric,"Oh, you're my, my, my, my"
lyric,"Darling, you're my, my, my, my lover"
lyric,"I would be complex, I would be cool"
lyric,They'd say I played the field before I found someone to commit to
lyric,And that would be okay for me to do
lyric,Every conquest I had made would make me more of a boss to you
lyric,I’d be a fearless leader
lyric,I'd be an alpha type
lyric,When everyone believes ya
lyric,What's that like?
lyric,I’m so sick of running as fast as I can
lyric,Wondering if I'd get there quicker if I was a man
lyric,And I'm so sick of them coming at me again
lyric,"Cause if I was a man, then I'd be the man"
lyric,I'd be the man
lyric,I'd be the man
lyric,"They'd say I hustled, put in the work"
lyric,They wouldn’t shake their heads and question how much of this I deserve
lyric,"What I was wearing, if I was rude"
lyric,Could all be separated from my good ideas and power moves
lyric,"And they would toast to me, oh, let the players play"
lyric,I’d be just like Leo in Saint-Tropez
lyric,I'm so sick of running as fast as I can
lyric,Wondering if I’d get there quicker if I was a man
lyric,And I'm so sick of them coming at me again
lyric,"Cause if I was a man, then I'd be the man"
lyric,I’d be the man
lyric,I'd be the man
lyric,What's it like to brag about raking in dollars
lyric,And getting bitches and models?
lyric,And it's all good if you're bad
lyric,And it's okay if you're mad
lyric,If I was out flashing my dollars
lyric,"I'd be a bitch, not a baller"
lyric,They'd paint me out to be bad
lyric,"So, it's okay that I'm mad"
lyric,I'm so sick of running as fast as I can
lyric,Wondering if I'd get there quicker if I was a man (You know that)
lyric,And I'm so sick of them coming at me again (Coming at me again)
lyric,Cause if I was a man (If I was a man)
lyric,Then I'd be the man (Then I'd be the man)
lyric,I'm so sick of running as fast as I can (As fast as I can)
lyric,Wondering if I'd get there quicker if I was a man (Hey)
lyric,And I'm so sick of them coming at me again (Coming at me again)
lyric,"Cause if I was a man (If I was a man), then I'd be the man"
lyric,I'd be the man
lyric,I'd be the man (Oh)
lyric,I'd be the man (Yeah)
lyric,I'd be the man (I'd be the man)
lyric,"If I was a man, then I'd be the man"
lyric,"Combat, I'm ready for combat"
lyric,"I say I don't want that, but what if I do?"
lyric,Cause cruelty wins in the movies
lyric,I've got a hundred thrown-out speeches I almost said to you
lyric,"Easy they come, easy they go"
lyric,"I jump from the train, I ride off alone"
lyric,"I never grew up, it's getting so old"
lyric,Help me hold on to you
lyric,"I've been the archer, I've been the prey"
lyric,"Who could ever leave me, darling"
lyric,But who could stay?
lyric,"Dark side, I search for your dark side"
lyric,"But what if I'm alright, right, right, right here?"
lyric,And I cut off my nose just to spite my face
lyric,Then I hate my reflection for years and years
lyric,"I wake in the night, I pace like a ghost"
lyric,"The room is on fire, invisible smoke"
lyric,And all of my heroes die all alone
lyric,Help me hold on to you
lyric,"I've been the archer, I've been the prey"
lyric,"Screaming, who could ever leave me, darling"
lyric,But who could stay?
lyric,"(I see right through me, I see right through me)"
lyric,Cause they see right through me
lyric,They see right through me
lyric,They see right through
lyric,Can you see right through me?
lyric,They see right through
lyric,They see right through me
lyric,I see right through me
lyric,I see right through me
lyric,"All the king's horses, all the king's men"
lyric,Couldn't put me together again
lyric,Cause all of my enemies started out friends
lyric,Help me hold on to you
lyric,"I've been the archer, I've been the prey"
lyric,"Who could ever leave me, darling"
lyric,But who could stay?
lyric,"(I see right through me, I see right through me)"
lyric,Who could stay?
lyric,Who could stay?
lyric,Who could stay?
lyric,You could stay
lyric,You could stay
lyric,"Combat, I'm ready for combat"
lyric,I think he knows
lyric,His footprints on the sidewalk
lyric,Lead to where I can't stop
lyric,Go there every night
lyric,I think he knows
lyric,His hands around a cold glass
lyric,Make me wanna know that
lyric,Body like it's mine
lyric,He got that boyish look that I like in a man
lyric,"I am an architect, I'm drawing up the plans"
lyric,"It's like I'm 17, nobody understands"
lyric,No one understands
lyric,He got my heartbeat
lyric,Skipping down 16th Avenue
lyric,"Got that, ah, I mean"
lyric,Wanna see what's under that attitude like
lyric,"I want you, bless my soul"
lyric,"And I ain't gotta tell him, I think he knows"
lyric,I think he knows
lyric,I think he knows
lyric,When we get all alone
lyric,I'll make myself at home
lyric,And he'll want me to stay
lyric,I think he knows
lyric,He'd better lock it down
lyric,Or I won't stick around
lyric,Cause good ones never wait (Ha)
lyric,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified
lyric,He got that boyish look that I like in a man
lyric,"I am an architect, I'm drawing up the plans"
lyric,"He's so obsessed with me and, boy, I understand"
lyric,"Boy, I understand"
lyric,He got my heartbeat (Heartbeat)
lyric,Skipping down 16th Avenue
lyric,"Got that, ah, I mean (I mean)"
lyric,Wanna see what's under that attitude like
lyric,"I want you, bless my soul"
lyric,"And I ain't gotta tell him, I think he knows"
lyric,I think he knows
lyric,"I want you, bless my"
lyric,"I want you, bless my"
lyric,"I want you, bless my"
lyric,"I want you, bless my soul"
lyric,"Lyrical smile, indigo eyes, hand on my thigh"
lyric,"We could follow the sparks, I'll drive"
lyric,"Lyrical smile, indigo eyes, hand on my thigh"
lyric,"We could follow the sparks, I'll drive"
lyric,So where we gonna go?
lyric,I whisper in the dark
lyric,Where we gonna go?
lyric,I think he knows
lyric,He got my heartbeat (Heartbeat)
lyric,Skipping down 16th Avenue (Baby)
lyric,"Got that, ah, I mean (I mean)"
lyric,Wanna see what's under that attitude like (Yeah)
lyric,"I want you, bless my soul"
lyric,"And I ain't gotta tell him, I think he knows"
lyric,I think he knows
lyric,"I want you, bless my"
lyric,"I want you, bless my"
lyric,"I want you, bless my (Oh, baby)"
lyric,"I want you, bless my soul (He got my heartbeat)"
lyric,"I want you, bless my (Skipping down 16th Avenue, baby)"
lyric,"I want you, bless my"
lyric,"I want you, bless my soul"
lyric,"And I ain't gotta tell him, I think he knows"
lyric,"You know I adore you, I'm crazier for you"
lyric,"Than I was at 16, lost in a film scene"
lyric,"Waving homecoming queens, marching band playing"
lyric,I'm lost in the lights
lyric,American glory faded before me
lyric,"Now I'm feeling hopeless, ripped up my prom dress"
lyric,"Running through rose thorns, I saw the scoreboard"
lyric,And ran for my life (Ah)
lyric,No cameras catch my pageant smile
lyric,"I counted days, I counted miles"
lyric,"To see you there, to see you there"
lyric,"It's been a long time coming, but"
lyric,"It's you and me, that's my whole world"
lyric,"They whisper in the hallway, ""She's a bad, bad girl"" (Okay)"
lyric,The whole school is rolling fake dice
lyric,"You play stupid games, you win stupid prizes"
lyric,"It's you and me, there's nothing like this"
lyric,Miss Americana and The Heartbreak Prince (Okay)
lyric,"We're so sad, we paint the town blue"
lyric,Voted most likely to run away with you
lyric,"My team is losing, battered and bruising"
lyric,I see the high fives between the bad guys
lyric,"Leave with my head hung, you are the only one"
lyric,Who seems to care
lyric,American stories burning before me
lyric,"I'm feeling helpless, the damsels are depressed"
lyric,"Boys will be boys then, where are the wise men?"
